,Feature 1,Feature 2,Label,Cosine Similarity,Predicted Label
919,correct user intended position tools,colour fill option,different,0.20439139,different
2107,share feature,good art,different,0.204173729,different
2227,center button transform tool,ground color change,different,0.204077661,different
2262,close transform tool options clicking apply,image edition,different,0.203927964,different
3702,better compression research implementation,paste a part,different,0.203923643,different
2503,correct user intended position tools,large image,different,0.20388332,different
4632,checkmark confirm tool applications,simple area selection,different,0.203874081,different
3387,build paintroid pull requests catroid develop jenkins,multi touch interface,different,0.203859121,different
5375,paste tool,zooming capabilities,different,0.203858107,different
2646,share feature,line tools,different,0.203741506,different
3357,center button transform tool,ms paint,different,0.203593969,different
3005,confirm tool application selecting tool,many opportunities,different,0.203468904,different
3500,dynamic color scheme,new update sucks,different,0.203459293,different
3530,paste tool,offence to creators,different,0.203314841,different
2452,save temporary copies automatically,landscape mode,different,0.203265876,different
1954,better compression research implementation,full screen,different,0.203244895,different
5063,copy paste symbols stamp tool selection application,toggle move option,different,0.203238606,different
649,reuse drawingsurface pipette activity,chat thing,different,0.203180671,different
3185,spray tool,more layers,different,0.203071699,different
674,github crowdin integration,circle draw,different,0.203047633,different
256,hide unhide layer,alpha transparencies,different,0.203040153,different
4635,better compression research implementation,simple area selection,different,0.202898979,different
486,build paintroid pull requests catroid develop jenkins,blur tool,different,0.202882111,different
2046,dynamic color scheme,gauging smaller sizes,different,0.202877462,different
5310,center button transform tool,wide range,different,0.20260781,different
4475,checkmark confirm tool applications,select transparent on colors,different,0.202601463,different
4749,reuse drawingsurface pipette activity,specify canvas size,different,0.202531561,different
617,confirm tool application selecting tool,changing cartoon characters,different,0.202374056,different
2425,save temporary copies automatically,landscape fact,different,0.202361807,different
629,paste tool,chat thing,different,0.202250957,different
382,correct user intended position tools,auto zoom kills,different,0.202096403,different
4313,auto crop icon,satisfy my experience,different,0.202018231,different
3984,paste tool,quite complex picture,different,0.201990694,different
2430,share feature,landscape fact,different,0.201947987,different
4911,image file size editing,tell resolution,different,0.201876938,different
4553,copy paste symbols stamp tool selection application,settings option,different,0.201672316,different
883,better compression research implementation,color picker,different,0.201642156,different
1133,close transform tool options clicking apply,crop edge,different,0.201597512,different
1579,export,editing large images,different,0.20153147,different
1442,save dialog,drawing tools like brush,different,0.201430887,different
3838,confirm tool application selecting tool,pictures shots,different,0.201328382,different
528,insert image catrobat media gallery,change canvas size,different,0.201301426,different
3351,checkmark confirm tool applications,ms paint,different,0.20100446,different
1770,github crowdin integration,fill with alpha,different,0.200905204,different
1582,fastlane support huawei store,editing large images,different,0.200889587,different
